prompt,response
Avoid too much fried yam.,849
Take this medicine with a piece of fruit.,850
Avoid too much sugary cereal.,851
Eat more grilled fish for health.,852
Avoid too much fried rice.,853
Take this medicine with a small meal.,854
Avoid too much processed cheese.,855
Eat more steamed vegetables.,856
Avoid too much fried dough.,857
Eat more roasted peanuts for protein.,858
Avoid too much sweetened yogurt.,859
Avoid too much sugary juice.,860
Eat more boiled beans for strength.,861
Eat more fresh fruits for vitamins.,862
Avoid too much fried fish.,863
Use a clean bandage to cover the wound.,864
Avoid scratching the rash to prevent infection.,865
Take deep breaths to help you relax.,866
Avoid eating raw meat or fish.,867
Avoid tight shoes to help your feet heal.,868
Take this syrup three times a day.,869
Avoid touching your eyes with dirty hands.,870
Use a mild soap to wash your skin.,871
Avoid sitting in one position for too long.,872
Take this medicine with a banana if you feel nauseous.,873
Avoid using strong chemicals on your skin.,874
Use a soft toothbrush to protect your gum,875
Avoid eating too much pepper or spices.,876
Take this medicine with a glass of coconut water.,877
Avoid wearing wet clothes for too long.,878
Avoid eating too much fried egg.,879
Take this medicine with a piece of papaya.,880
Avoid using too much salt in your cooking.,881
Use a clean towel to dry your skin.,882
Avoid eating too much processed cheese.,883
Take this medicine with a glass of soy milk.,884
Avoid standing for too long without resting.,885
Use a gentle lotion to moisturize your skin.,886
Avoid eating too much canned fruit.,887
Avoid using too much powder on your skin.,888
Use a cold pack to reduce swelling.,889
Avoid eating too much fried potato.,890
Take this medicine with a glass of hibiscus tea.,891
Avoid wearing tight belts around your waist.,892
Use a clean cloth to cover your mouth when coughing.,893
Take this medicine with a piece of watermelon.,894
Avoid using too much hair oil.,895
Use a soft pillow to support your neck.,896
Avoid eating too much fried bean cake.,897
Take this medicine with a glass of ginger tea.,898
Avoid wearing heavy jewelry on your hands.,899
Use a clean tissue to wipe your nose.,900
My eyes hurt when I look at light.,901
"Everything looks blurry, even with my glasses.",902
My eyes feel dry and itchy all day.,903
I see black spots floating in my vision.,904
"My eyes water a lot, especially outside.",905
I can稚 see clearly at night anymore.,906
My eyelids are swollen and red.,907
There痴 a burning feeling in my eyes.,908
I feel like there痴 sand in my eyes.,909
Bright lights make my head ache.,910
When did your eye problem start?,911
Do you use eye drops or medications?,912
Have you been rubbing your eyes a lot?,913
Do you wear contact lenses or glasses?,914
Does anyone in your family have eye issues?,915
Have you had eye surgery before?,916
Are you allergic to any medicines?,917
Do you spend hours on phones or computers?,918
Does your vision get worse in the evening?,919
Have you noticed any vision changes?,920
Sit here and cover your left eye with your hand.,921
Look straight ahead at the chart on the wall.,922
"Follow my finger with your eyes, don稚 move your head.",923
Let me shine a light to check your pupils.,924
Blink slowly while I examine your eyelids.,925
I値l put drops in your eyes to numb them.,926
This machine will check your eye pressure耀tay still.,927
"Look to the left, then right, then up and down.",928
Read the smallest line you can see on the chart.,929
I値l use a microscope to see inside your eye.,930
Your eyes are strained from too much screen time.,931
You have an infection預ntibiotic drops will help.,932
Your cornea has a small scratch擁t needs care.,933
You池e developing cataracts; surgery can fix this.,934
Your eye pressure is high葉his is called glaucoma.,935
You need stronger glasses for reading.,936
Your eyes are dry蓉se artificial tears daily.,937
You have an allergy causing redness and itching.,938
Your vision issue is due to diabetes幼ontrol sugar.,939
Your eyes are healthy溶o serious problems found.,940
Use these drops twice a day for one week.,941
Wear sunglasses whenever you go outside.,942
Avoid rubbing your eyes擁t makes it worse.,943
Come back in two weeks for a follow-up.,944
Stop using expired contact lenses.,945
Apply this ointment to your eyelids at night.,946
Drink more water to keep your eyes moist.,947
Limit screen time and take breaks every hour.,948
Use a clean cloth to wipe your eyes daily.,949
Buy glasses with blue light protection.,950
Don稚 worry葉his is common and treatable.,951
Your eyes will feel better in a few days.,952
Surgery is safe and will restore your vision.,953
We値l find the best solution for you.,954
Let me explain the steps slowly.,955
Take deep breaths葉he exam won稚 hurt.,956
You池e doing great楊eep your head still.,957
Ask questions if you don稚 understand.,958
We値l help you manage this condition.,959
Your vision will improve with these drops.,960
Return immediately if pain or redness worsens.,961
Call the clinic if the drops cause irritation.,962
Bring your old glasses to the next appointment.,963
Share this report with your family doctor.,964
Teach your family how to prevent eye infections.,965
Practice the eye exercises I showed you.,966
Keep your follow-up appointment next month.,967
Avoid driving until your vision clears.,968
Stay under a fan or AC if dust bothers you.,969
Always wash hands before touching your eyes.,970
My eyes feel sticky when I wake up.,971
Colors don稚 look as bright as before.,972
I see flashes of light in the dark.,973
"My vision is foggy, like looking through a cloud.",974
One eye sees better than the other.,975
My eyes get tired quickly when reading.,976
I have trouble recognizing faces from far away.,977
Bright lights make me squint and tear up.,978
My eyes feel heavy and hard to keep open.,979
My eyes feel heavy and hard to keep open.,980
Have you had any recent eye injuries?,981
Do your eyes hurt more in the morning or evening?,982
Are you using any traditional eye remedies?,983
Have you been exposed to smoke or chemicals?,984
Does your job involve staring at screens all day?,985
Do you have trouble seeing traffic signs while driving?,986
Have you lost vision suddenly in one eye?,987
Do you use herbal treatments for your eyes?,988
Does your vision improve after resting your eyes?,989
Are you pregnant or breastfeeding?,990
Keep both eyes open while I check your vision.,991
Focus on the red light in this machine.,992
Let me measure the distance between your eyes.,993
This test will check how well you see colors.,994
Do you have any family history of blindness?,995
Stay relaxed while I check your peripheral vision.,996
This scan will take a picture of your retina.,997
Read the letters aloud as I point to them.,998
Cover your right eye and read the first line.,999
This light will feel bright but won稚 harm you.,1000
Take one tablet every morning with food.,1001
